n_nodos,atoms_w,atoms_l,seed,p_0,p_1,e_gap,e_0,e_1,succ,ar
7,4,3,606,0.9997,0.00015,0.26259999999999994,-2.1762,-1.9136000000000002,0.9997,0.9999191365683302
7,4,3,607,0.9996,0.0004,0.48180000000000023,-2.4686,-1.9867999999999997,0.9996,0.9999219314591266
7,4,3,609,1.0,0.0,0.34730000000000016,-2.1865,-1.8392,1.0,1.0
7,4,3,610,1.0,0.0,0.07450000000000001,-1.1493,-1.0748,1.0,1.0
7,4,3,611,0.9999,5e-05,0.27070000000000016,-2.3988,-2.1281,0.9999,0.9999652013506755
7,4,3,612,0.6127,0.38725,0.02589999999999959,-2.15,-2.1241000000000003,0.6127,0.9953200348837209
7,4,3,613,1.0,0.0,0.2682000000000002,-2.1225,-1.8542999999999998,1.0,1.0
7,4,3,614,0.99985,0.00015,0.07609999999999983,-2.602,-2.5259,0.99985,0.9999526133743273
7,4,3,615,0.9978,0.0015,0.20469999999999988,-1.7843,-1.5796000000000001,0.9978,0.9996908647648937
7,4,3,616,0.99675,0.0018,0.18269999999999986,-1.5812,-1.3985,0.99675,0.9995320863900835
7,4,3,617,0.99985,5e-05,0.06879999999999997,-2.1864,-2.1176,0.99985,0.99995
7,4,3,618,0.99945,0.00055,0.018400000000000194,-2.3295,-2.3110999999999997,0.99945,0.9999956557201117
7,4,3,619,0.9989,0.001,0.38680000000000003,-2.5899,-2.2031,0.9989,0.9997305378586046
7,4,3,620,1.0,0.0,0.4540000000000002,-2.1637000000000004,-1.7097000000000002,1.0,1.0
7,4,3,621,0.99995,5e-05,0.10309999999999997,-1.765,-1.6619,0.99995,0.9999970793201133
7,4,3,622,0.9854,0.01455,0.13339999999999996,-2.0641,-1.9306999999999999,0.9854,0.9990373794874279
7,4,3,624,0.99935,0.00025,0.4647999999999999,-2.9715,-2.5067,0.99935,0.9998362813393908
7,4,3,625,0.9998,0.0002,0.1903999999999999,-1.4213,-1.2309,0.9998,0.9999262506156336
7,4,3,626,0.99995,5e-05,0.26000000000000023,-2.1025,-1.8424999999999998,0.99995,0.999978375743163
7,4,3,627,0.9625,0.03625,0.041300000000000114,-1.7623,-1.7209999999999999,0.9625,0.9989991573511888
7,4,3,628,0.66465,0.335,0.0524,-1.256,-1.2036,0.335,0.9721739132165605
7,4,3,629,0.99695,0.00305,0.07990000000000008,-1.766,-1.6861,0.99695,0.9998620073612683
7,4,3,630,0.99205,0.0047,0.119,-1.656,-1.537,0.99205,0.9993990187198069
7,4,3,631,0.83805,0.16195,0.019099999999999895,-1.9458,-1.9267,0.83805,0.998410296536129
7,4,3,632,0.91785,0.08215,0.007600000000000051,-2.0007,-1.9931,0.91785,0.9996879392212726
7,4,3,634,1.0,0.0,0.30099999999999993,-2.0324,-1.7314,1.0,1.0
7,4,3,635,0.99675,0.00315,9.999999999998899e-05,-1.0506,-1.0505,0.00315,0.9998958928231486
7,4,3,636,0.9999,5e-05,0.11839999999999984,-2.6557,-2.5373,0.9999,0.9999658997627745
7,4,3,637,1.0,0.0,0.4797,-2.1787,-1.699,1.0,1.0
7,4,3,638,0.99965,0.0002,0.5104000000000002,-2.3688000000000002,-1.8584,0.99965,0.9998884160756499
7,4,3,639,0.9973,0.0014,0.5070000000000001,-2.2256,-1.7186,0.9973,0.9991930265995685
7,4,3,640,1.0,0.0,0.08710000000000018,-1.5775000000000001,-1.4904,1.0,1.0
7,4,3,641,0.9997,0.0003,0.15010000000000012,-2.4776000000000002,-2.3275,0.9997,0.9999818251533741
7,4,3,642,0.9979,0.0021,0.11620000000000008,-1.5844,-1.4682,0.9979,0.999845985862156
7,4,3,643,0.99985,0.00015,0.34210000000000007,-2.1067,-1.7646,0.99985,0.9999756419993355
7,4,3,644,0.99985,0.00015,0.17600000000000016,-2.2449000000000003,-2.0689,0.99985,0.9999799612454897
7,4,3,645,0.74785,0.2069,0.0677000000000001,-1.9662000000000002,-1.8985,0.2069,0.9711099786389988
7,4,3,647,0.9943,0.00535,0.1432,-1.052,-0.9088,0.9943,0.9991883460076044
7,4,3,648,0.99815,0.0016,0.17009999999999992,-1.3646,-1.1945000000000001,0.99815,0.999585955591382
7,4,3,649,0.99995,5e-05,0.3155000000000001,-2.1042,-1.7887,0.99995,0.9999808929759527
7,4,3,650,0.65045,0.34935,0.03730000000000011,-1.7082000000000002,-1.6709,0.65045,0.9923395504039338
7,4,3,651,0.9544,0.0456,0.023399999999999643,-2.2104,-2.1870000000000003,0.9544,0.9995172638436484
7,4,3,652,0.99685,0.0022,0.20599999999999996,-2.2856,-2.0796,0.99685,0.9993165383269164
7,4,3,654,0.9998,0.0002,0.5184000000000002,-2.9005,-2.3821,0.9998,0.9999642544388898
7,4,3,655,0.5509,0.449,0.03290000000000015,-1.1283,-1.0954,0.449,0.9839156784543116
7,4,3,658,0.99825,0.00175,0.08860000000000001,-1.1893,-1.1007,0.99825,0.9998696291936433
7,4,3,660,0.99975,0.0002,0.5297999999999998,-2.1289,-1.5991,0.99975,0.9999375475597726
7,4,3,661,0.99945,0.0005,0.1913999999999998,-2.2252,-2.0338000000000003,0.99945,0.9999502269458924
7,4,3,662,0.9005,0.09935,0.08869999999999978,-2.1422999999999996,-2.0536,0.9005,0.9958628646781497
7,4,3,663,0.9995,0.0004,0.2604000000000002,-2.9552,-2.6948,0.9995,0.9998652409312399
7,4,3,664,0.52805,0.40925,0.09939999999999971,-1.5030999999999999,-1.4037000000000002,0.52805,0.9682093041048502
7,4,3,666,0.99995,5e-05,0.15229999999999988,-1.3698,-1.2175,0.99995,0.9999914805081035
7,4,3,667,0.9992,0.0006,0.05620000000000003,-1.7143000000000002,-1.6581000000000001,0.9992,0.9999139065507788
7,4,3,668,0.9028,0.0972,0.09420000000000006,-1.7318,-1.6376,0.9028,0.9947128767756093
7,4,3,670,0.99995,5e-05,0.2278,-1.6228,-1.395,0.99995,0.999992981266946
7,4,3,672,1.0,0.0,0.05889999999999995,-1.4032,-1.3443,1.0,1.0
7,4,3,673,0.99995,5e-05,0.1961999999999997,-1.8213,-1.6251000000000002,0.99995,0.9999904271674079
7,4,3,674,0.9989,0.0011,0.47040000000000015,-2.5642,-2.0938,0.9989,0.9996647492395289
7,4,3,675,1.0,0.0,0.37360000000000015,-2.0135,-1.6399,1.0,1.0
7,4,3,676,0.9999,0.0001,0.5651000000000002,-2.218,-1.6528999999999998,0.9999,0.9999557574391343
7,4,3,678,1.0,0.0,0.28400000000000025,-2.3475,-2.0635,1.0,1.0
7,4,3,679,0.99775,0.00225,0.14270000000000005,-1.3083,-1.1656,0.99775,0.9997545861041047
7,4,3,680,0.99995,5e-05,0.2599999999999998,-1.9144999999999999,-1.6545,0.99995,0.9999932097153302
7,4,3,681,0.99195,0.00805,0.057800000000000074,-1.2175,-1.1597,0.99195,0.9996178316221767
7,4,3,683,1.0,0.0,0.3664999999999998,-1.6942,-1.3277,1.0,1.0
7,4,3,684,0.9998,0.0001,0.19409999999999994,-1.8613,-1.6672,0.9998,0.999970429269865
7,4,3,685,0.9999,0.0001,0.1603000000000001,-1.5329,-1.3725999999999998,0.9999,0.9999895426968493
7,4,3,686,0.9999,0.0001,0.12069999999999981,-1.8639999999999999,-1.7433,0.9999,0.9999935246781115
7,4,3,687,0.99995,5e-05,0.28970000000000007,-1.8187,-1.529,0.99995,0.9999920355198768
7,4,3,689,0.6372,0.3234,0.04069999999999996,-1.9093000000000002,-1.8686000000000003,0.6372,0.9921754988739329
7,4,3,690,0.97635,0.02125,0.011900000000000022,-1.7359,-1.724,0.02125,0.9931220462008179
7,4,3,691,1.0,0.0,0.4821,-2.1864,-1.7043,1.0,1.0
7,4,3,693,0.99985,0.00015,0.4072,-1.1795,-0.7723,0.99985,0.9999460025434507
7,4,3,694,0.9998,0.00015,0.05279999999999996,-1.5177,-1.4649,0.9998,0.9999925248731634
7,4,3,696,1.0,0.0,0.16359999999999975,-1.2492999999999999,-1.0857,1.0,1.0
7,4,3,698,0.99795,0.00125,0.4502999999999999,-2.6121,-2.1618,0.99795,0.9995453236859233
7,4,3,700,1.0,0.0,0.3168000000000002,-1.5728000000000002,-1.256,1.0,1.0
7,4,3,701,0.9998,0.0002,0.22819999999999974,-2.1197,-1.8915000000000002,0.9998,0.9999190357126008
7,4,3,703,0.99995,5e-05,0.12950000000000017,-1.641,-1.5114999999999998,0.99995,0.9999956276660571
7,4,3,704,0.9999,0.0001,0.3100999999999998,-2.6574,-2.3473,0.9999,0.9999629336945887
7,4,3,705,0.99945,0.00055,0.13650000000000007,-1.2850000000000001,-1.1485,0.99945,0.9999415758754864
7,4,3,706,1.0,0.0,0.29300000000000015,-1.6299000000000001,-1.3369,1.0,1.0
7,4,3,707,0.99955,0.00025,0.2679999999999998,-2.2455,-1.9775,0.99955,0.9999118637274548
7,4,3,708,0.9553,0.04455,0.0827,-1.8878,-1.8051,0.9553,0.9980054163576652
7,4,3,709,0.72215,0.27785,0.08420000000000005,-1.7689,-1.6846999999999999,0.72215,0.9867742834529933
7,4,3,710,0.9988,0.0012,0.3307,-1.7395,-1.4088,0.9988,0.9997718654785857
7,4,3,711,1.0,0.0,0.22859999999999991,-1.6021999999999998,-1.3736,1.0,1.0
7,4,3,712,1.0,0.0,0.08919999999999995,-1.9874,-1.8982,1.0,1.0
7,4,3,713,1.0,0.0,0.2612000000000001,-2.1006,-1.8394,1.0,1.0
7,4,3,714,0.76575,0.2342,0.07380000000000009,-1.964,-1.8901999999999999,0.76575,0.9911874210794297
7,4,3,715,0.83055,0.1403,0.006999999999999895,-1.2468,-1.2398,0.1403,0.978243491337825
7,4,3,716,0.803,0.1915,0.021600000000000064,-1.8696000000000002,-1.848,0.803,0.9975551454856654
7,4,3,717,1.0,0.0,0.21299999999999986,-1.6557,-1.4427,1.0,1.0
7,4,3,718,0.99995,5e-05,0.2569999999999999,-1.9397,-1.6827,0.99995,0.999993375264216
7,4,3,719,0.9994,0.0003,0.20730000000000004,-1.6473,-1.44,0.9994,0.9998488374916531
7,4,3,722,0.99995,5e-05,0.0887,-1.9432,-1.8545,0.99995,0.9999977176821737
7,4,3,723,0.9916,0.0084,0.19850000000000012,-2.2169,-2.0183999999999997,0.9916,0.9992478686454059
7,4,3,724,0.9997,0.0003,0.3650000000000002,-1.4024,-1.0373999999999999,0.9997,0.9999219195664575
7,4,3,726,0.99955,0.00015,0.7684000000000002,-2.6432,-1.8748,0.99955,0.9998559757112591
7,4,3,727,0.99995,5e-05,0.3588,-1.9519,-1.5931,0.99995,0.9999805881448844
7,4,3,728,0.9994,0.0006,0.1972999999999998,-2.2862999999999998,-2.089,0.9994,0.9999482220181078
7,4,3,729,0.99985,0.0001,0.3218000000000001,-2.0349,-1.7130999999999998,0.99985,0.9999589463855718
7,4,3,730,0.6256,0.3744,0.04259999999999975,-1.9901,-1.9475000000000002,0.3744,0.9866084317370988
7,4,3,731,1.0,0.0,0.23209999999999997,-1.8813,-1.6492,1.0,1.0
7,4,3,732,0.9931,0.0069,0.07090000000000019,-1.8145,-1.7435999999999998,0.9931,0.9997303885367871
7,4,3,734,0.9915,0.00745,0.10129999999999972,-2.1746,-2.0733,0.9915,0.9992203853582269
7,4,3,735,0.8216,0.17755,0.11610000000000009,-1.4905000000000002,-1.3744,0.8216,0.9860753170077156
7,4,3,736,0.8705,0.1295,0.06510000000000016,-1.6398000000000001,-1.5747,0.8705,0.9948588547383826
7,4,3,737,0.9996,0.0004,0.09669999999999979,-1.5343,-1.4376000000000002,0.9996,0.9999747898064265
7,4,3,738,0.99955,0.00025,0.5606000000000004,-2.0357000000000003,-1.4750999999999999,0.99955,0.9998717345384879
7,4,3,740,0.79375,0.1172,0.018199999999999994,-1.2378,-1.2196,0.79375,0.9881448537728231
7,4,3,742,1.0,0.0,0.12880000000000003,-2.3512999999999997,-2.2224999999999997,1.0,1.0
7,4,3,743,0.99955,0.00045,0.1705000000000001,-1.7967,-1.6261999999999999,0.99955,0.9999572967106362
7,4,3,744,0.7358,0.2147,0.22320000000000007,-1.2132,-0.99,0.7358,0.9492620260468184
7,4,3,747,0.6908,0.3091,0.03269999999999995,-1.1272,-1.0945,0.3091,0.9799465356635911
7,4,3,748,0.99965,0.0001,0.3400000000000003,-2.9671000000000003,-2.6271,0.99965,0.9999144686731152
7,4,3,749,0.99325,0.00475,0.13280000000000003,-2.5172,-2.3844,0.99325,0.9982191343556333
7,4,3,750,1.0,0.0,0.09179999999999988,-1.6655,-1.5737,1.0,1.0
7,4,3,752,0.5422,0.3354,0.01519999999999988,-1.4862,-1.471,0.3354,0.9818203741084645
7,4,3,753,0.99985,0.0001,0.2311000000000003,-1.3412000000000002,-1.1100999999999999,0.99985,0.9999708320906651
7,4,3,754,0.8103,0.1893,0.0004999999999997229,-2.3467,-2.3462,0.1893,0.9996834597519924
7,4,3,755,0.9962,0.0038,0.0927,-1.5525,-1.4598,0.9962,0.9997731014492753
7,4,3,757,0.9999,5e-05,0.12750000000000017,-1.7229,-1.5954,0.9999,0.9999805879621568
7,4,3,759,1.0,0.0,0.35719999999999974,-2.1875999999999998,-1.8304,1.0,1.0
7,4,3,760,0.9991,0.00035,0.21119999999999983,-2.6856999999999998,-2.4745,0.9991,0.9998357504561194
7,4,3,761,0.88645,0.11355,0.1039000000000001,-1.6989,-1.595,0.88645,0.993055597739714
7,4,3,765,0.9869,0.00695,0.6641000000000001,-2.4771,-1.813,0.9869,0.9960250494529895
7,4,3,767,0.99965,0.00035,0.21279999999999988,-1.9427,-1.7299000000000002,0.99965,0.9999616616049827
7,4,3,768,0.88295,0.11695,0.000500000000000167,-2.4188,-2.4183,0.88295,0.9999576215478752
7,4,3,769,0.99915,0.00085,0.2103999999999997,-2.0610999999999997,-1.8507,0.99915,0.999913230799088
7,4,3,771,0.9998,0.0002,0.30299999999999994,-1.9057,-1.6027,0.9998,0.9999682006611742
7,4,3,772,0.7613,0.18945,0.04310000000000003,-0.9177000000000001,-0.8746,0.7613,0.9839965729541243
7,4,3,775,0.7321,0.2679,0.047499999999999876,-2.1103,-2.0628,0.2679,0.9835214187556272
7,4,3,776,0.6708,0.215,0.0016000000000000458,-0.9133,-0.9117,0.1141,0.9506818296288185
7,4,3,777,0.56105,0.43815,0.0011999999999998678,-2.2408,-2.2396000000000003,0.56105,0.9995040699750092
7,4,3,778,0.9994,0.00055,0.04760000000000009,-1.3642,-1.3166,0.9994,0.9999762021697698
7,4,3,779,0.9973,0.0027,0.05020000000000002,-1.8053,-1.7550999999999999,0.9973,0.9999249210657508
7,4,3,780,0.9999,5e-05,0.12110000000000021,-2.0585,-1.9373999999999998,0.9999,0.9999817391304349
7,4,3,781,0.9999,0.0001,0.36529999999999974,-2.143,-1.7777,0.9999,0.9999663929071394
7,4,3,782,0.55245,0.2196,0.009199999999999875,-1.2092,-1.2000000000000002,0.2196,0.9772486768111148
7,4,3,784,0.99855,0.00105,0.5511000000000004,-2.6598,-2.1087,0.99855,0.9995191273779983
7,4,3,785,1.0,0.0,0.2912999999999999,-1.5221999999999998,-1.2308999999999999,1.0,1.0
7,4,3,786,0.9997,0.0002,0.4950999999999999,-2.0442,-1.5491000000000001,0.9997,0.9998877996282164
7,4,3,787,0.99695,0.0021,0.016100000000000003,-1.5975,-1.5814,0.0021,0.9899364350547731
7,4,3,789,1.0,0.0,0.34140000000000015,-1.9706000000000001,-1.6292,1.0,0.9999999999999999
7,4,3,790,0.99985,0.00015,0.1352,-1.1422999999999999,-1.0070999999999999,0.99985,0.9999822463450933
7,4,3,792,0.9988,0.00085,0.19930000000000003,-1.6970999999999998,-1.4977999999999998,0.9988,0.9998500618702495
7,4,3,794,0.9966,0.0034,0.06930000000000014,-2.7529,-2.6835999999999998,0.9966,0.999914410258273
7,4,3,795,1.0,0.0,0.3437000000000001,-1.605,-1.2612999999999999,1.0,1.0
7,4,3,796,1.0,0.0,0.22520000000000007,-1.8381,-1.6129,1.0,1.0
7,4,3,797,0.95305,0.04695,0.051200000000000134,-1.3159,-1.2647,0.95305,0.998173235048256
7,4,3,798,1.0,0.0,0.5478000000000001,-1.6511,-1.1033,1.0,1.0
7,4,3,799,0.6039,0.3961,0.07840000000000003,-1.4863,-1.4079,0.3961,0.9681452196730135
7,4,3,800,1.0,0.0,0.2299,-1.8438,-1.6139000000000001,1.0,1.0
7,4,3,801,0.937,0.0612,0.04400000000000004,-2.6527000000000003,-2.6087000000000002,0.0612,0.9838040864025333
7,4,3,802,0.77715,0.22285,0.1955,-2.5077,-2.3122,0.77715,0.9826266399489573
7,4,3,803,0.9649,0.0351,0.03370000000000006,-1.9993,-1.9656,0.9649,0.9994083579252737
7,4,3,805,1.0,0.0,0.5083000000000002,-1.8492000000000002,-1.3409,1.0,0.9999999999999999
7,4,3,806,0.99995,5e-05,0.09660000000000002,-1.8746,-1.778,0.99995,0.999997423450336
7,4,3,808,0.99995,5e-05,0.08759999999999968,-1.4207999999999998,-1.3332000000000002,0.99995,0.999990892454955
7,4,3,809,0.99445,0.0034,0.010800000000000143,-1.8954,-1.8845999999999998,0.99445,0.9999041732615807
7,4,3,810,0.99195,0.00805,0.12409999999999988,-1.4790999999999999,-1.355,0.99195,0.999324585896829
7,4,3,813,1.0,0.0,0.3495999999999999,-1.385,-1.0354,1.0,1.0
7,4,3,814,0.99985,0.0001,0.13139999999999996,-1.6477,-1.5163,0.99985,0.999971526976998
7,4,3,815,0.99995,5e-05,0.16769999999999996,-1.8634,-1.6957,0.99995,0.9999760196415155
7,4,3,816,0.99995,5e-05,0.45379999999999976,-2.4856,-2.0318,0.99995,0.9999908714193755
7,4,3,817,0.9915,0.0085,0.19530000000000003,-1.5464,-1.3511,0.9915,0.9989265067252975
7,4,3,819,1.0,0.0,0.20510000000000006,-1.4265,-1.2214,1.0,1.0
7,4,3,820,0.92165,0.073,0.10589999999999988,-1.9502,-1.8443,0.92165,0.9947235334837452
7,4,3,821,0.99945,0.0004,0.7164000000000001,-2.3648000000000002,-1.6484,0.99945,0.9998168174898512
7,4,3,822,0.9999,0.0001,0.19900000000000007,-1.8293000000000001,-1.6303,0.9999,0.9999891215218937
7,4,3,823,0.99805,0.00185,0.14080000000000004,-2.063,-1.9222000000000001,0.99805,0.9998451114881243
7,4,3,824,0.99995,5e-05,0.21700000000000008,-2.0695,-1.8525,0.99995,0.9999940517033099
7,4,3,825,0.9998,5e-05,0.11540000000000017,-2.0884,-1.9729999999999999,0.9998,0.9999353859413904
7,4,3,826,0.99965,0.00035,0.15790000000000015,-1.8841,-1.7262,0.99965,0.9999706676927977
7,4,3,827,0.9985,0.00135,0.2648999999999997,-1.9462,-1.6813000000000002,0.9985,0.9997596906792725
7,4,3,828,0.99995,5e-05,0.23989999999999978,-1.6772999999999998,-1.4374,0.99995,0.9999928486257678
7,4,3,830,1.0,0.0,0.14639999999999986,-2.4082,-2.2618,1.0,1.0
7,4,3,831,0.70255,0.29345,0.014599999999999946,-1.2937,-1.2791000000000001,0.29345,0.9847712800494705
7,4,3,832,0.9999,0.0001,0.13060000000000005,-1.663,-1.5324,0.9999,0.999989945880938
7,4,3,833,0.8001,0.1999,0.040100000000000025,-1.6529,-1.6128,0.1999,0.9805892612983242
7,4,3,835,0.85025,0.10215,0.13490000000000013,-1.0659,-0.9309999999999999,0.85025,0.9797539168777558
7,4,3,836,0.51175,0.48825,0.06420000000000003,-1.3666,-1.3024,0.48825,0.9759590589784868
7,4,3,837,0.99895,0.00105,0.09820000000000007,-1.5263000000000002,-1.4281000000000001,0.99895,0.9999324444735636
7,4,3,838,0.86485,0.13255,0.014100000000000001,-1.8143,-1.8002,0.13255,0.9931980571019126
7,4,3,839,0.9997,0.0003,0.13139999999999996,-1.1335,-1.0021,0.9997,0.9999652227613586
7,4,3,840,0.9994,0.0004,0.015599999999999836,-1.6399,-1.6243,0.9994,0.9999647082139158
7,4,3,841,0.99965,0.0003,0.11399999999999988,-1.8331999999999997,-1.7191999999999998,0.99965,0.9999760937159066
7,4,3,842,0.98335,0.0166,0.15869999999999984,-2.026,-1.8673,0.98335,0.998693672260612
7,4,3,843,1.0,0.0,0.2851999999999999,-1.146,-0.8608,1.0,1.0
7,4,3,844,0.99915,0.0008,0.1387999999999998,-2.1338999999999997,-1.9950999999999999,0.99915,0.9999295398097382
7,4,3,845,0.9999,5e-05,0.5236000000000001,-2.4175,-1.8939,0.9999,0.9999748748707342
7,4,3,846,0.9934,0.0064,0.04630000000000001,-2.4728,-2.4265,0.9934,0.9998084276933031
7,4,3,847,0.64505,0.35495,0.07469999999999999,-1.6053000000000002,-1.5306000000000002,0.35495,0.9699836572603253
7,4,3,848,0.97945,0.0155,0.04010000000000025,-1.6188000000000002,-1.5787,0.97945,0.9991506640721521
7,4,3,849,0.99955,0.0002,0.3494999999999999,-2.1656,-1.8161,0.99955,0.9998865926302177
7,4,3,850,0.5784,0.26035,0.07000000000000028,-1.3961000000000001,-1.3260999999999998,0.5784,0.9721736444380774
7,4,3,851,0.97975,0.01995,0.057399999999999896,-1.7143,-1.6569,0.97975,0.9992783118474015
7,4,3,852,0.99985,0.00015,0.11529999999999996,-1.46,-1.3447,0.99985,0.9999827602739726
7,4,3,853,0.99915,0.0007,0.7170999999999996,-2.6205999999999996,-1.9035,0.99915,0.9997556723651073
7,4,3,854,0.99945,0.00055,0.11060000000000003,-1.8216,-1.711,0.99945,0.9999666062801934
7,4,3,855,0.9933,0.0067,0.04459999999999997,-2.3066,-2.262,0.9933,0.9998228127980577
7,4,3,856,0.99975,0.0002,0.33119999999999994,-2.0534,-1.7222,0.99975,0.9999331693776177
7,4,3,857,0.8234,0.1766,0.03590000000000004,-1.9691,-1.9332,0.1766,0.9849880351429587
7,4,3,858,0.7309,0.2688,0.046699999999999964,-2.2607000000000004,-2.2140000000000004,0.7309,0.994339058698633
7,4,3,859,0.993,0.00665,0.14239999999999986,-2.1652,-2.0228,0.993,0.9994121028080547
7,4,3,861,0.99995,5e-05,0.3207,-1.3215999999999999,-1.0009,0.99995,0.9999878669794189
7,4,3,862,0.99975,0.00015,0.6840000000000002,-3.2277000000000005,-2.5437000000000003,0.99975,0.9999397434705827
7,4,3,864,0.9999,0.0001,0.21130000000000004,-2.4056,-2.1943,0.9999,0.9999912163285667
7,4,3,865,0.9953,0.00365,0.09030000000000016,-0.9606000000000001,-0.8703,0.9953,0.999535004164064
7,4,3,868,0.8585,0.14145,0.0235000000000003,-2.2683,-2.2447999999999997,0.8585,0.9985280386192305
7,4,3,869,0.81415,0.18545,0.06009999999999982,-2.4027,-2.3426,0.18545,0.9794987305947477
7,4,3,871,0.99485,0.00305,0.1540999999999999,-1.4499,-1.2958,0.99485,0.9988669528933031
7,4,3,873,0.99985,0.00015,0.38649999999999984,-2.2908999999999997,-1.9043999999999999,0.99985,0.999961381989611
7,4,3,874,1.0,0.0,0.17060000000000008,-1.7219,-1.5513,1.0,1.0
7,4,3,875,0.99915,0.00045,0.19310000000000005,-2.1789,-1.9858,0.99915,0.9997483615585847
7,4,3,878,0.83315,0.16685,0.00140000000000029,-1.7307000000000001,-1.7292999999999998,0.83315,0.9998650314901486
7,4,3,881,0.91535,0.0714,0.11350000000000005,-0.9600000000000001,-0.8465,0.91535,0.9862287864583333
7,4,3,882,0.9943,0.0056,0.6311999999999998,-2.529,-1.8978000000000002,0.9943,0.998568612099644
7,4,3,883,1.0,0.0,0.26580000000000026,-2.1542000000000003,-1.8884,1.0,1.0
7,4,3,885,1.0,0.0,0.21029999999999993,-1.7123,-1.502,1.0,1.0
7,4,3,886,0.99455,0.00495,0.3290999999999995,-2.8518999999999997,-2.5228,0.99455,0.9988819418633192
7,4,3,887,0.99995,5e-05,0.15800000000000014,-0.9855,-0.8274999999999999,0.99995,0.9999838356164383
7,4,3,888,0.9999,0.0001,0.13790000000000013,-1.3517000000000001,-1.2138,0.9999,0.9999897980321076
7,4,3,890,0.99775,0.00225,0.07590000000000008,-1.4409,-1.365,0.99775,0.9998814803247971
7,4,3,892,0.99995,5e-05,0.26449999999999996,-1.959,-1.6945000000000001,0.99995,0.9999932491066871
7,4,3,893,0.9965,0.0021,0.07640000000000002,-2.1347,-2.0583,0.9965,0.9993859933480116
7,4,3,894,0.9929,0.00595,0.4033,-2.3815,-1.9782,0.9929,0.9986921562040731
7,4,3,895,0.99995,5e-05,0.2402000000000002,-1.8117,-1.5715,0.99995,0.9999933708671414
7,4,3,896,0.5235,0.4765,0.06449999999999978,-1.8569,-1.7924000000000002,0.4765,0.9818160644084228
7,4,3,897,0.9996,0.0004,0.08729999999999993,-1.7532,-1.6659000000000002,0.9996,0.9999800821355236
7,4,3,898,0.99995,5e-05,0.29359999999999986,-1.7398,-1.4462000000000002,0.99995,0.9999915622485341
7,4,3,899,0.998,0.002,0.09150000000000014,-1.6948,-1.6033,0.998,0.9998920226575405
7,4,3,900,0.99995,5e-05,0.16349999999999998,-2.2951,-2.1316,0.99995,0.9999862598579584
7,4,3,902,0.99995,5e-05,0.2426999999999997,-1.9634999999999998,-1.7208,0.99995,0.9999801578813344
7,4,3,903,0.99875,0.0012,0.2136,-1.8926,-1.679,0.99875,0.9998440346613126
7,4,3,904,0.99995,5e-05,0.32499999999999996,-1.9175,-1.5925,0.99995,0.9999832281616687
7,4,3,906,0.9994,0.0003,0.17039999999999988,-1.9864,-1.816,0.9994,0.9999058673983083
7,4,3,907,0.9999,0.0001,0.24309999999999987,-1.6928,-1.4497000000000002,0.9999,0.9999856391776937
7,4,3,908,0.9994,0.00035,0.3112999999999997,-2.4812,-2.1699,0.9994,0.9997818253264548
7,4,3,909,0.94445,0.05555,0.04679999999999995,-1.7582,-1.7114,0.94445,0.9985213627573655
7,4,3,911,1.0,0.0,0.07620000000000005,-2.0095,-1.9333,1.0,1.0
7,4,3,912,0.9592,0.0402,0.00990000000000002,-2.5846999999999998,-2.5747999999999998,0.9592,0.9996524935195574
7,4,3,913,0.99885,0.00115,0.3032999999999997,-2.2077999999999998,-1.9045,0.99885,0.9998420169399402
7,4,3,914,1.0,0.0,0.33950000000000014,-1.8623000000000003,-1.5228000000000002,1.0,1.0
7,4,3,915,0.9998,0.00015,0.3617999999999999,-1.4179,-1.0561,0.9998,0.9999261936666902
7,4,3,916,0.56725,0.3099,0.008099999999999996,-1.4365,-1.4284000000000001,0.3099,0.9856202506091194
7,4,3,917,0.9968,0.0031,0.29800000000000004,-2.8827000000000003,-2.5847,0.9968,0.9996575328684915
7,4,3,919,0.9979,0.0021,0.006299999999999972,-1.6067,-1.6004,0.0021,0.9960871537934898
7,4,3,920,0.98645,0.0061,0.46269999999999945,-2.2287999999999997,-1.7661000000000002,0.98645,0.9969684807968412
7,4,3,921,1.0,0.0,0.2714000000000001,-1.5535,-1.2821,1.0,1.0
7,4,3,923,0.50405,0.49525,0.06590000000000007,-1.5982,-1.5323,0.50405,0.9795150575647603
7,4,3,924,1.0,0.0,0.49,-2.0818,-1.5917999999999999,1.0,1.0
7,4,3,925,0.999,0.0007,0.2467999999999999,-2.5255,-2.2787,0.999,0.9998597406454167
7,4,3,926,0.99985,5e-05,0.30489999999999995,-2.3106,-2.0057,0.99985,0.9999707868086211
7,4,3,928,0.99815,0.00185,0.13530000000000042,-2.0852000000000004,-1.9499,0.99815,0.9998799611548054
7,4,3,929,1.0,0.0,0.3687999999999998,-1.7942999999999998,-1.4255,1.0,0.9999999999999999
7,4,3,931,0.99975,0.00025,0.21830000000000016,-1.7856,-1.5673,0.99975,0.9999694360439066
7,4,3,932,1.0,0.0,0.25150000000000006,-1.842,-1.5905,1.0,1.0
7,4,3,933,0.9975,0.0024,0.05830000000000002,-2.282,-2.2237,0.9975,0.9999044040315511
7,4,3,935,0.9998,0.00015,0.05459999999999998,-1.6263,-1.5717,0.9998,0.9999817868781897
